0,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5
J4,0.021276596,0.018867925,0.02173913,0.019230769,0.016666667,0,0.019607843,0,0,0.02173913,0.013157895,0.013333333,0,0.015873016,0.015151515,0.017857143,0,0,0,0,0,0,0,0.02173913,0.020408163,0.016393443,0.016129032,0.015625,0,0,0,0,0.01754386,0,0,0,0.016666667,0,0.02,0,0,0.011111111,0.015625,0.018867925,0.03030303,0,0.015625,0,0.02020202,0,0.019607843,0.191780822,0.182432432,0.139534884,1,0.220588235,0.014705882,0.039215686,0,0.016949153,0,0,0.022222222,0.018867925,0.01369863,0,0.184782609,0.033333333,0.234234234,0,0.022222222,0.08,0.147058824,0.253968254,0.028169014,0.014285714,0.010869565,0.02173913,0.017241379,0.032786885,0,0.052631579,0.016949153,0.010638298,0.037037037,0.052631579,0.02739726,0,0.063829787,0.016129032,0.06557377,0.014084507,0.121212121,0.016393443,0,0.023529412,0.022222222,0.12,0.02739726,0.046153846,0.031746032,0.086956522,0.033898305,0.204081633,0.181818182,0.172413793,0.056179775,0.133333333,0.081632653,0.024390244,0.036363636,0.03030303,0,0,0,0.014084507,0.014705882,0.012345679,0,0,0.023809524,0,0.016666667,0.015625,0.020833333,0.020408163,0.018867925,0.009345794,0.016666667,0,0.009259259,0.016393443,0,0.020408163,0.017241379,0.016666667,0,0,0.017699115,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0.125,0.125,0.210526316,0,0.068965517,0.125,0.32,0.0625,0.162162162,0.170212766,0.064516129,0.0625,0.7,1,0.060606061,0.162162162,0.434782609,0.125,0.153846154,0.068965517,0.068965517,1,0.166666667,0,0,0.117647059,0.357142857,0.133333333,0.16,0.933333333,0.095238095,0.181818182,0.933333333,0.066666667,0,0.060606061,0,0.071428571,0.095238095,0.095238095,0.095238095,0.068965517,0,0,0.095238095,0.076923077,0.090909091,0,0.130434783,0.333333333,0,0,0.096385542,0.130434783,0.434782609,0.235294118,0.333333333,0.105263158,0.076923077,0.105263158,0.096385542,0.105263158,0.303030303,1,0.777777778,0.094117647,0.333333333,0.777777778,0.933333333,0.057142857,0.1,0.095238095,0.095238095,0,0.095238095,0,0,0,0.095238095,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0.258064516,0,0,0.2
J8,0.088888889,0.078431373,0.090909091,0.08,0.068965517,0,0.081632653,0,0,0.090909091,0.068493151,0.054794521,0,0.06557377,0.096774194,0.074074074,0.018867925,0,0.018867925,0,0,0,0,0.021276596,0.02,0.016129032,0.015873016,0.064516129,0,0,0,0,0.072727273,0,0,0,0.068965517,0,0.083333333,0.019607843,0.019230769,0.069767442,0.047619048,0.078431373,0.029850746,0,0.047619048,0,0.0625,0.02,0.019230769,0.205479452,0.205479452,0.063829787,0.220588235,1,0.060606061,0.08,0.020408163,0.12962963,0,0,0,0.1,0.086956522,0,0.208791209,0.032786885,0.254545455,0,0.02173913,0.093333333,0.215384615,0.095890411,0.042253521,0.043478261,0.010752688,0.021276596,0.071428571,0.032258065,0.036363636,0.065789474,0.033898305,0.021276596,0.096153846,0.065789474,0.04109589,0.029850746,0.040816327,0.015873016,0.118644068,0.073529412,0.19047619,0.086206897,0,0.060240964,0,0.017857143,0.070422535,0.095238095,0.081967213,0.101449275,0.107142857,0.214285714,0.039215686,0.095238095,0.06741573,0.112903226,0.058823529,0,0.074074074,0.131147541,0,0,0,0.073529412,0.044776119,0.064102564,0,0.02173913,0.0875,0.032258065,0.087719298,0.064516129,0.086956522,0.085106383,0.078431373,0.048076923,0.087719298,0,0.047619048,0.032786885,0.023255814,0.108695652,0.090909091,0.068965517,0,0,0.035714286,0,0.017857143,0.126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.095238095,0.095238095,0.095238095,0.166666667,0,0.030769231,0.095238095,0.117647059,0.054054054,0.090909091,0.071428571,0.80952381,0.857142857,0.181818182,0.060606061,1,0.090909091,0.117647059,0.095238095,0.060606061,0.058823529,0.058823529,0.060606061,0.093023256,0,0,0.653846154,0.162162162,0.3,0.0625,0.0625,0.076923077,0.148148148,0.0625,0.057142857,0.090909091,0.025641026,0.307692308,0.060606061,0.076923077,0.076923077,0.076923077,0.058823529,0,0.095238095,0.076923077,0.137931034,0.115384615,0.083333333,0.036363636,0.184210526,0,0.307692308,0.043478261,0.036363636,0.117647059,0.083333333,0.086956522,0.083333333,0.244897959,0.083333333,0.043478261,0.083333333,0.170731707,0.060606061,0.121212121,0.053763441,0.153846154,0.121212121,0.0625,0.05,0.125,0.076923077,0.076923077,0,0.076923077,0,0,0,0.166666667,0.074074074,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.093023256,0,0,0,0.294117647,0,0,0.115384615
K1,0.029411765,0.025,0.03030303,0.025641026,0.021276596,0,0.026315789,0,0,0.03030303,0.015873016,0.016129032,0,0.02,0.018867925,0.023255814,0,0,0,0,0,0,0,0.03030303,0.027777778,0.020833333,0.020408163,0.019607843,0,0,0,0,0.022727273,0,0,0,0.021276596,0,0.027027027,0,0,0.012987013,0.019607843,0.025,0.018518519,0,0.019607843,0,0.011494253,0.193548387,0.026315789,0.042253521,0.072847682,0.028571429,0.014705882,0.060606061,1,0.025641026,0.161290323,0.175,0,0,0,0.205882353,0.109090909,0,0.010526316,0.020833333,0.05982906,0.085714286,0.03125,0.03030303,0.101694915,0.015384615,0.052631579,0,0.012658228,0,0.022222222,0,0,0.046875,0.02173913,0.012345679,0.023809524,0.046875,0,0,0.057142857,0.020408163,0.019607843,0.017241379,0.016666667,0.020833333,0,0.01369863,0,0,0.016393443,0.018518519,0.019607843,0.107142857,0.021276596,0.03960396,0,0,0.0125,0.018518519,0.025641026,0,0.023255814,0.057692308,0,0,0,0.017241379,0.018181818,0.014705882,0,0,0.013888889,0,0.021276596,0.019607843,0.028571429,0.027777778,0.025,0.010638298,0.021276596,0,0.010526316,0.020833333,0.034482759,0.057142857,0.393939394,0.021276596,0,0,0.00990099,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0.068965517,0.068965517,0.068965517,0.2,0,0.056338028,0.068965517,0.15,0.093023256,0.931034483,0.133333333,0.095238095,0.093023256,0.146341463,0.162162162,0.090909091,1,0.210526316,0.068965517,0.303030303,0.1,0.1,0.162162162,0.964285714,0.096774194,0,0.133333333,0.186046512,0.146341463,0.3125,0.166666667,0.058823529,0.114285714,0.166666667,0.097560976,0,0.043478261,0.05,0.102564103,0.058823529,0.058823529,0.058823529,0.1,0,0,0.058823529,0.051282051,0.057142857,0,0.181818182,0.177777778,0,0,0.155555556,0.181818182,0.15,0.133333333,0.064516129,0,0.169491525,0,0.155555556,0,0.166666667,0.162162162,0.216216216,0.152173913,0.177777778,0.216216216,0.166666667,0.041666667,0,0.058823529,0.058823529,0,0.058823529,0,0,0.035714286,0.2,0.193548387,0.055555556,0,0,0,0,0,0,0.086956522,0,0,0,0.066666667,0.1,0.964285714,0,0,0,0.130434783,0,0,0.121212121
L12,0.357142857,0.25,0.285714286,0.263157895,0.142857143,0.066666667,0.210526316,0,0,0.285714286,0.11627907,0.119047619,0,0.129032258,0.151515152,0.166666667,0,0.074074074,0,0,0.083333333,0,0,0.058823529,0.05,0.03125,0.03030303,0.24137931,0,0,0.045454545,0,0.16,0,0,0,0.142857143,0,0.294117647,0.047619048,0.045454545,0.087719298,0.058823529,0.19047619,0.054054054,0,0.058823529,0.052631579,0.058823529,0,0.045454545,0.094339623,0.042857143,0.052631579,0.039215686,0.08,0.025641026,1,0,0.148148148,0.038461538,0.066666667,0.0625,0.19047619,0.125,0.083333333,0.025641026,0.1,0.048543689,0,0,0.106382979,0.088888889,0.136363636,0.1,0.05,0.032258065,0,0.153846154,0.03030303,0.038461538,0.040816327,0.068965517,0.047619048,0.227272727,0.040816327,0.022222222,0.026315789,0.05,0.0625,0.333333333,0.102564103,0.097560976,0.178571429,0,0.115384615,0,0.038461538,0.12195122,0.147058824,0.161290323,0.12195122,0.28,0.1125,0.045454545,0.147058824,0.083333333,0.181818182,0.263157895,0,0.166666667,0.114285714,0,0,0,0.102564103,0.081081081,0.081632653,0,0.0625,0.096153846,0.0625,0.185185185,0.125,0.25,0.3125,0.25,0.067567568,0.185185185,0,0.066666667,0.1,0,0.235294118,0.034482759,0.185185185,0,0,0.036144578,0,0.125,0.108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.08,0.105263158,0.105263158,0.105263158,0.3,0.054054054,0.06557377,0.105263158,0.5,0.057142857,0.210526316,0.260869565,0.125,0.121212121,0.37037037,0.434782609,0.117647059,0.210526316,1,0.105263158,0.222222222,0.0625,0.0625,0.434782609,0.216216216,0,0,0.171428571,0.782608696,0.121212121,0.230769231,0.454545455,0.083333333,0.16,0.454545455,0.060606061,0,0.055555556,0,0.064516129,0.083333333,0.083333333,0.083333333,0.0625,0.074074074,0,0.083333333,0.068965517,0.08,0,0.170212766,0.72,0.068965517,0,0.146341463,0.170212766,0.384615385,0.2,0.210526316,0.090909091,0.113207547,0.090909091,0.146341463,0.090909091,0.642857143,0.434782609,0.52173913,0.142857143,0.72,0.52173913,0.454545455,0.25,0.086956522,0.083333333,0.083333333,0,0.181818182,0,0,0,0.181818182,0.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216216216,0.074074074,0,0,0.4,0,0.076923077,0.173913043
L18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.307692308,0,0.038461538,0.021582734,0,0,0.020408163,0.161290323,0,1,0.08,0,0,0,0.235294118,0.108108108,0,0,0,0.04,0.125,0.083333333,0,0.071428571,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0.076923077,0,0.036585366,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0.111111111,0.0625,0.238095238,0,0,0,0,0,0,0.088235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.222222222,0,0,0.5,0.105263158,0.1,0.068965517,0.048780488,0.105263158,0.1,0.1,0.125,0.095238095,0.068965517,0.105263158,1,0.2,0.117647059,0.117647059,0.125,0.071428571,0,0,0.083333333,0.083333333,0.1,0.133333333,0.133333333,0.222222222,0.166666667,0.133333333,0.111111111,0,0,0,0.125,0.222222222,0.222222222,0.222222222,0.117647059,0,0,0.222222222,0.142857143,0.2,0,0,0.076923077,0,0,0,0,0.105263158,0.285714286,0.333333333,0,0.047619048,0,0,0,0.068965517,0.125,0.111111111,0,0.076923077,0.111111111,0.133333333,0,0,0.222222222,0.222222222,0,0,0,0,0,0.222222222,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0.08,0,0,0.2
L21,0.181818182,0.142857143,0.19047619,0.148148148,0.114285714,0,0.153846154,0,0,0.19047619,0.078431373,0.125,0,0.135135135,0.097560976,0.129032258,0.107142857,0,0.107142857,0,0,0,0,0.041666667,0.037037037,0.025641026,0.025,0.131578947,0,0,0.034482759,0,0.125,0,0,0,0.114285714,0,0.16,0,0.034482759,0.078125,0.023809524,0.142857143,0.022222222,0,0.023809524,0,0.039473684,0.037037037,0.034482759,0.06557377,0.033783784,0.038461538,0.016949153,0.12962963,0.175,0.148148148,0.08,1,0,0,0,0.185185185,0.238095238,0,0.048192771,0.052631579,0.055045872,0.115384615,0.090909091,0.072727273,0.098039216,0.055555556,0.108695652,0.020833333,0.014285714,0,0.121212121,0.025,0.03030303,0.054545455,0.055555556,0.042857143,0.133333333,0.054545455,0.019230769,0.022222222,0.166666667,0.025,0.131578947,0.086956522,0.130434783,0.111111111,0,0.083333333,0,0,0.104166667,0.15,0.102564103,0.081632653,0.147058824,0.066666667,0,0.045454545,0.074626866,0.022222222,0.033333333,0,0.129032258,0.277777778,0,0,0,0.19047619,0.068181818,0.090909091,0,0,0.142857143,0.025,0.147058824,0.102564103,0.173913043,0.217391304,0.142857143,0.048780488,0.114285714,0,0.048192771,0.052631579,0.105263158,0.272727273,0.088235294,0.114285714,0,0,0.033333333,0,0,0.11627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.090909091,0.125,0.125,0.125,0.210526316,0.058823529,0.033333333,0.125,0.137931034,0.133333333,0.303030303,0.078431373,0.064516129,0.0625,0.133333333,0.153846154,0.060606061,0.303030303,0.222222222,0.2,1,0.148148148,0.148148148,0.153846154,0.3125,0.105263158,0,0.117647059,0.1875,0.214285714,0.933333333,0.16,0.095238095,0.181818182,0.16,0.142857143,0,0.060606061,0.074074074,0.153846154,0.095238095,0.095238095,0.095238095,0.148148148,0,0,0.095238095,0.076923077,0.090909091,0,0,0.176470588,0,0,0.12345679,0,0.137931034,0.235294118,0.111111111,0,0.217391304,0,0.12345679,0,0.162162162,0.153846154,0.142857143,0.120481928,0.176470588,0.142857143,0.16,0,0,0.095238095,0.095238095,0,0,0,0,0,0.095238095,0.2,0,0,0,0,0,0,0,0.121212121,0,0,0,0.117647059,0.111111111,0.3125,0,0,0,0.114285714,0,0.086956522,0.2
L23,0.047619048,0.076923077,0,0.038461538,0,0.055555556,0,0,0,0,0.02,0.041666667,0.058823529,0.027027027,0.108108108,0,0,0.032258065,0,0,0.066666667,0,0,0,0,0,0,0.054054054,0,0,0.04,0,0.032258065,0.027027027,0.037037037,0,0.029411765,0,0.041666667,0.086956522,0.04,0.048387097,0.026315789,0,0.076923077,0,0.026315789,0.095238095,0.209677419,0,0,0.016666667,0.027586207,0,0,0,0,0.038461538,0,0,1,0.117647059,0.052631579,0,0.021276596,0.066666667,0,0,0.027777778,0,0,0.037735849,0,0,0.093023256,0.071428571,0.030769231,0,0.178571429,0.088235294,0.034482759,0.038461538,0.172413793,0.045454545,0.034482759,0.038461538,0.020833333,0.05,0,0.027777778,0.054054054,0.022222222,0,0.028571429,0,0.016666667,0,0.034482759,0.020833333,0.024390244,0.054054054,0.042553191,0.029411765,0.033707865,0,0.024390244,0.014925373,0,0,0,0,0,0,0,0,0.022222222,0,0.018181818,0,0.052631579,0.034482759,0.027777778,0.029411765,0.026315789,0,0.043478261,0.076923077,0.025,0.029411765,0,0.024691358,0.028571429,0,0,0,0.060606061,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0.117647059,0.117647059,0.117647059,0.090909091,0,0,0.117647059,0.133333333,0.842105263,0.1,0.12,0.0625,0.060606061,0.060606061,0.068965517,0.058823529,0.1,0.0625,0.117647059,0.148148148,1,0.882352941,0.068965517,0.102564103,0,0,0.114285714,0.054054054,0.129032258,0.153846154,0.071428571,0.2,0.08,0.071428571,0.941176471,0.052631579,0.090909091,0,0.9375,0.2,0.2,0.2,0.882352941,0.08,0,0.2,0.16,0.19047619,0,0,0.051282051,0,0.071428571,0.095238095,0,0.0625,0.1,0.105263158,0,0.075471698,0,0.095238095,0,0.047619048,0.068965517,0.064516129,0.093023256,0.051282051,0.064516129,0.071428571,0.055555556,0,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0.08,0,0,0.111111111,0,0,0.086956522
L24,0.1,0.0625,0,0.066666667,0,0.142857143,0,0,0,0,0.025641026,0.026315789,0,0,0.034482759,0,0,0,0,0,0.25,0,0,0,0,0,0,0.037037037,0,0,0.071428571,0,0,0,0,0,0,0,0.076923077,0.076923077,0.071428571,0.038461538,0.037037037,0,0.033333333,0,0.037037037,0.090909091,0.049180328,0,0,0.020408163,0.00729927,0,0,0,0,0.066666667,0,0,0.117647059,1,0.125,0,0.027777778,0.25,0,0,0.01010101,0,0,0.023255814,0,0,0.028571429,0.03030303,0.037037037,0,0,0.04,0.055555556,0.048780488,0.045454545,0.035714286,0.055555556,0.048780488,0.027027027,0.033333333,0,0.04,0.037037037,0,0,0.041666667,0,0.020408163,0,0.055555556,0.027027027,0.033333333,0.037037037,0.027027027,0.043478261,0.0125,0,0.033333333,0.017857143,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.020833333,0.04,0.043478261,0,0,0.083333333,0.0625,0.014285714,0.043478261,0,0.014084507,0.041666667,0,0,0,0.043478261,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0.117647059,0.117647059,0.117647059,0.090909091,0,0,0.117647059,0.133333333,0.842105263,0.1,0.12,0.0625,0.060606061,0.060606061,0.068965517,0.058823529,0.1,0.0625,0.117647059,0.148148148,0.882352941,1,0.068965517,0.102564103,0,0,0.114285714,0.054054054,0.129032258,0.153846154,0.071428571,0.2,0.08,0.071428571,0.833333333,0,0.058823529,0,0.9375,0.2,0.2,0.2,0.882352941,0.08,0,0.2,0.16,0.19047619,0,0,0.051282051,0,0.071428571,0.095238095,0,0.0625,0.1,0.105263158,0,0.075471698,0,0.095238095,0,0.047619048,0.068965517,0.064516129,0.093023256,0.051282051,0.064516129,0.071428571,0.055555556,0,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0.08,0,0,0.111111111,0,0,0.086956522
M2,0.2,0.058823529,0,0.0625,0,0.125,0,0,0,0,0.025,0.052631579,0,0,0.033333333,0,0,0,0,0,0.2,0,0,0,0,0,0,0.16,0,0,0.066666667,0,0,0,0,0,0,0,0.153846154,0.153846154,0.066666667,0.078431373,0.16,0,0.066666667,0,0.16,0.083333333,0.031746032,0.076923077,0,0.040816327,0.022058824,0.083333333,0.022222222,0,0,0.0625,0,0,0.052631579,0.125,1,0.058823529,0.027027027,0.2,0.013888889,0,0.030612245,0,0.111111111,0.046511628,0.05,0.023809524,0.057142857,0.060606061,0.017857143,0,0,0.08,0.052631579,0.1,0.2,0.035087719,0.052631579,0.1,0.054054054,0.032258065,0,0.173913043,0.074074074,0.028571429,0.085714286,0.04,0,0.085106383,0,0.176470588,0.054054054,0.032258065,0.035714286,0.083333333,0.086956522,0.037974684,0.066666667,0.066666667,0.074074074,0.032258065,0,0.2,0,0,0,0,0,0.028571429,0,0,0.125,0.111111111,0.086956522,0.08,0.041666667,0,0,0.076923077,0.058823529,0.028571429,0.136363636,0,0.028169014,0.083333333,0,0,0,0.041666667,0,0,0.012820513,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0.125,0.125,0.210526316,0,0.068965517,0.125,0.32,0.0625,0.162162162,0.170212766,0.064516129,0.0625,0.7,1,0.060606061,0.162162162,0.434782609,0.125,0.153846154,0.068965517,0.068965517,1,0.166666667,0,0,0.117647059,0.357142857,0.133333333,0.16,0.933333333,0.095238095,0.181818182,0.933333333,0.066666667,0,0.060606061,0,0.071428571,0.095238095,0.095238095,0.095238095,0.068965517,0,0,0.095238095,0.076923077,0.090909091,0,0.130434783,0.333333333,0,0,0.096385542,0.130434783,0.434782609,0.235294118,0.333333333,0.105263158,0.076923077,0.105263158,0.096385542,0.105263158,0.303030303,1,0.777777778,0.094117647,0.333333333,0.777777778,0.933333333,0.057142857,0.1,0.095238095,0.095238095,0,0.095238095,0,0,0,0.095238095,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0.258064516,0,0,0.2
Q3,0.333333333,0.181818182,0.266666667,0.19047619,0.137931034,0,0.2,0,0,0.266666667,0.088888889,0.11627907,0,0.125,0.114285714,0.16,0,0,0,0,0,0,0,0.055555556,0.047619048,0.03030303,0.029411765,0.15625,0,0,0,0,0.153846154,0,0,0,0.137931034,0,0.277777778,0.045454545,0,0.086206897,0.057142857,0.181818182,0.052631579,0,0.057142857,0,0.057971014,0.692307692,0.043478261,0.113207547,0.072992701,0.05,0.018867925,0.1,0.205882353,0.19047619,0.235294118,0.185185185,0,0,0.058823529,1,0.15,0,0.0125,0.03030303,0.101010101,0.045454545,0,0.104166667,0.25,0.02,0.125,0.048780488,0.015625,0,0.148148148,0.029411765,0,0.04,0.066666667,0.046875,0.166666667,0.04,0.02173913,0,0.047619048,0.060606061,0.15625,0.128205128,0.12195122,0.133333333,0,0.092592593,0,0.037037037,0.119047619,0.111111111,0.121212121,0.27027027,0.178571429,0.097560976,0,0,0.081967213,0.025641026,0.041666667,0,0.16,0.142857143,0,0,0,0.128205128,0.078947368,0.08,0.0625,0,0.094339623,0.060606061,0.137931034,0.121212121,0.235294118,0.222222222,0.181818182,0.066666667,0.178571429,0,0.065789474,0.096774194,0,0.222222222,0.347826087,0.137931034,0,0,0.048192771,0,0,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.071428571,0.071428571,0.071428571,0.206896552,0,0.057142857,0.071428571,0.153846154,0.095238095,0.964285714,0.13559322,0.097560976,0.095238095,0.15,0.166666667,0.093023256,0.964285714,0.216216216,0.071428571,0.3125,0.102564103,0.102564103,0.166666667,1,0.1,0,0.136363636,0.19047619,0.15,0.322580645,0.171428571,0.060606061,0.117647059,0.171428571,0.1,0,0.044444444,0.051282051,0.105263158,0.060606061,0.060606061,0.060606061,0.102564103,0,0,0.060606061,0.052631579,0.058823529,0,0.185185185,0.181818182,0,0,0.157303371,0.185185185,0.153846154,0.137931034,0.066666667,0,0.172413793,0,0.157303371,0,0.170212766,0.166666667,0.222222222,0.153846154,0.181818182,0.222222222,0.171428571,0.042553191,0,0.060606061,0.060606061,0,0.060606061,0,0,0,0.206896552,0.2,0.057142857,0,0,0,0,0,0,0.088888889,0,0,0,0.068965517,0.103448276,1,0,0,0,0.133333333,0,0,0.125
Q4,0.142857143,0.12195122,0.114285714,0.125,0.081632653,0.027777778,0.1,0,0,0.114285714,0.095238095,0.079365079,0,0.076923077,0.113207547,0.088888889,0,0,0,0,0.03030303,0,0,0.026315789,0.024390244,0.018867925,0.018518519,0.096153846,0,0,0.073170732,0,0.086956522,0,0,0,0.081632653,0,0.131578947,0.023809524,0.073170732,0.077922078,0.036363636,0.12195122,0.034482759,0,0.036363636,0.025,0.068965517,0.05,0.023255814,0.082191781,0.037267081,0.025,0.01369863,0.086956522,0.109090909,0.125,0.108108108,0.238095238,0.021276596,0.027777778,0.027027027,0.15,1,0.03030303,0.01,0.018867925,0.057377049,0.102564103,0.055555556,0.073529412,0.076923077,0.014285714,0.101694915,0.05,0.024096386,0,0.085106383,0.018518519,0.043478261,0.058823529,0.04,0.035714286,0.142857143,0.058823529,0.046875,0.034482759,0.076923077,0.037735849,0.117647059,0.084745763,0.064516129,0.125,0,0.082191781,0,0.043478261,0.098360656,0.153846154,0.117647059,0.098360656,0.127659574,0.057692308,0,0.016949153,0.075,0.016949153,0.046511628,0,0.088888889,0.153846154,0,0,0,0.066666667,0.051724138,0.057142857,0,0.027027027,0.083333333,0.057692308,0.104166667,0.075471698,0.108108108,0.166666667,0.12195122,0.052631579,0.127659574,0,0.063157895,0.058823529,0.060606061,0.272727273,0.085106383,0.104166667,0,0,0.028846154,0,0.043478261,0.087719298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0,0,0,0,0,0,0.096774194,0,0,0.105263158,0,0,0,0.1,1,0,0,0,0.086956522,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.025,0,0,0,0,0.024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.833333333,0.1,0,0,0,0,0,0,0
