0,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5
Z49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0.029411765,0,0.02173913,0.021276596,0,0,0,0,0,0,0,0,0,0,0.072463768,0,0.02,0,0.1,0,0,0.023255814,0,0,0,1,0,0,0,0,0,0,0,0,0,0.137931034,0.071428571,0,0,0,0.054054054,0,0,0,0,0,0,0.03125,0,0,0,0.012195122,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.333333333,0.32,0.064516129,0,0.307692308,0.05,0,0,0.074074074,0,0,0,0.051282051,0,0,0.37037037,0,0.064516129,0.076923077,0,0,0,0,0,0.125,0,1,0,0,0,0,0,0,0.133333333,0,0.08,0,0.111111111,0,0,0,0.75,0.071428571,0,0,0,0,0.111111111,0.222222222,0.111111111,0.071428571,0.111111111,0,0,0,0.069767442,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0.051282051,0,0,0,0.117647059,0,0,0
F4,0.19047619,0.148148148,0.2,0.153846154,0.117647059,0,0.16,0,0,0.2,0.08,0.081632653,0,0.138888889,0.128205128,0.172413793,0,0,0,0,0,0,0,0.090909091,0.038461538,0.026315789,0.025641026,0.105263158,0,0,0,0,0.129032258,0,0,0,0.117647059,0,0.166666667,0,0,0.079365079,0.024390244,0.148148148,0.022727273,0,0.024390244,0,0.2,0,0.035714286,0.066666667,0.04109589,0.04,0.017241379,0.071428571,0.022222222,0.153846154,0,0.121212121,0.178571429,0,0,0.148148148,0.085106383,0,0.023809524,0.026315789,0.04587156,0,0,0.074074074,0.078431373,0.018181818,0.086956522,0.021276596,0.029411765,0,1,0,0,0.017857143,0.275862069,0.028571429,0.137931034,0.017857143,0,0,0.038461538,0.025641026,0.105263158,0.088888889,0.085106383,0.114285714,0,0.066666667,0,0,0.083333333,0.097560976,0.105263158,0.083333333,0.117647059,0.055555556,0,0,0.075757576,0.046511628,0.034482759,0,0.133333333,0.097560976,0,0,0,0.113636364,0.069767442,0.092592593,0,0,0.06779661,0.025641026,0.117647059,0.105263158,0.238095238,0.173913043,0.148148148,0.0625,0.117647059,0,0.048780488,0.054054054,0,0.173913043,0.028571429,0.117647059,0,0,0.033707865,0,0,0.093023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0.125,0.125,0.095238095,0,0,0.125,0.137931034,0.789473684,0.102564103,0.12244898,0.064516129,0.0625,0.0625,0.071428571,0.060606061,0.102564103,0.064516129,0.125,0.153846154,0.9375,0.9375,0.071428571,0.105263158,0,0,0.117647059,0.055555556,0.133333333,0.16,0.074074074,0.210526316,0.083333333,0.074074074,0.882352941,0,0.060606061,0,1,0.210526316,0.210526316,0.210526316,0.9375,0.083333333,0,0.210526316,0.166666667,0.2,0,0,0.052631579,0,0.074074074,0.096385542,0,0.064516129,0.105263158,0.111111111,0,0.076923077,0,0.096385542,0,0.048780488,0.071428571,0.066666667,0.094117647,0.052631579,0.066666667,0.074074074,0.057142857,0,0.095238095,0.095238095,0,0,0,0,0,0.095238095,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.083333333,0,0,0.114285714,0,0,0.090909091
J1,0.074074074,0.029411765,0,0.03030303,0,0.04,0,0,0,0,0.054545455,0.117647059,0.041666667,0.046511628,0.043478261,0,0.03030303,0.026315789,0.03030303,0,0.045454545,0,0,0,0,0,0,0.15,0,0,0.03125,0,0.026315789,0.022727273,0.029411765,0,0.024390244,0,0.066666667,0.103448276,0.03125,0.074626866,0.095238095,0,0.065217391,0,0.095238095,0.034482759,0.064935065,0.033333333,0,0.03030303,0.083333333,0.034482759,0.032786885,0.032258065,0,0.03030303,0,0.025,0.088235294,0.04,0.08,0.029411765,0.018518519,0.045454545,0.034482759,0.048780488,0.063063063,0,0,0.265306122,0.072727273,0.034482759,0.125,0.155555556,0.042253521,0,0,1,0.233333333,0.326086957,0.108108108,0.04109589,0.057142857,0.326086957,0.302325581,0.256410256,0,0.047619048,0.069767442,0.039215686,0.057692308,0.048780488,0,0.079365079,0.038461538,0.088235294,0.098039216,0.088888889,0.045454545,0.056603774,0.105263158,0.137931034,0.03125,0.065217391,0.086956522,0,0,0,0,0.042553191,0,0,0,0.039215686,0,0.016129032,0.04,0.038461538,0.098360656,0.047619048,0.05,0.022222222,0,0.033333333,0.09375,0.034883721,0.05,0,0.034482759,0.075,0,0,0.025641026,0.05,0,0,0.010526316,0,0.027777778,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0.074074074,0,0.222222222,0.181818182,0.173913043,0.058823529,0.090909091,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.2,0.2,0.095238095,0.060606061,0,0,0.148148148,0.068965517,0.08,0.1,0.1,1,0.117647059,0.1,0.19047619,0,0,0,0.210526316,1,1,1,0.2,0,0,1,0.615384615,0.888888889,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0.071428571,0,0.142857143,0.142857143,0,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0.142857143,0,0,0.133333333
L3,0.047619048,0.037037037,0,0.038461538,0,0.055555556,0,0,0,0,0.040816327,0.041666667,0,0.027027027,0.051282051,0,0.038461538,0,0.038461538,0,0.066666667,0,0,0,0,0,0,0.054054054,0,0,0.04,0,0,0,0,0,0,0,0.041666667,0.041666667,0.083333333,0.031746032,0.026315789,0,0.024390244,0,0.026315789,0.045454545,0.013513514,0,0,0.033898305,0.041958042,0.045454545,0,0.036363636,0,0.038461538,0,0.03030303,0.034482759,0.055555556,0.052631579,0,0.043478261,0.066666667,0.024691358,0.058823529,0.037383178,0,0,0.12244898,0.04,0.039215686,0.068181818,0.071428571,0.030769231,0,0,0.233333333,1,0.285714286,0.0625,0.029850746,0.111111111,0.285714286,0.195121951,0.272727273,0,0.027777778,0.054054054,0.022222222,0.021276596,0.058823529,0,0.051724138,0,0.071428571,0.065217391,0.105263158,0.083333333,0.042553191,0.129032258,0.082352941,0,0.076923077,0.0625,0,0.038461538,0,0,0.076923077,0,0,0,0.022222222,0,0,0,0.052631579,0.052631579,0.057142857,0.060606061,0,0,0.043478261,0.037037037,0.012345679,0.060606061,0,0.024691358,0.028571429,0,0,0.03125,0.029411765,0,0,0,0,0.071428571,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0.074074074,0,0.222222222,0.181818182,0.173913043,0.058823529,0.090909091,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.2,0.2,0.095238095,0.060606061,0,0,0.148148148,0.068965517,0.08,0.1,0.1,1,0.117647059,0.1,0.19047619,0,0,0,0.210526316,1,1,1,0.2,0,0,1,0.615384615,0.888888889,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0.071428571,0,0.142857143,0.142857143,0,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0.142857143,0,0,0.133333333
L8,0.069767442,0.06122449,0.022727273,0.085106383,0.017241379,0.023809524,0.020408163,0,0,0.022727273,0.041666667,0.072463768,0.024390244,0.050847458,0.083333333,0.018518519,0.02,0.018181818,0.02,0,0.025641026,0,0,0.022727273,0.021276596,0.016949153,0.016666667,0.125,0,0,0.041666667,0,0.037037037,0.016393443,0.019607843,0,0.035087719,0,0.065217391,0.088888889,0.041666667,0.085365854,0.105263158,0.019607843,0.064516129,0,0.105263158,0.02173913,0.076086957,0.021276596,0.020408163,0.075949367,0.101910828,0.044444444,0.052631579,0.065789474,0.046875,0.040816327,0,0.054545455,0.038461538,0.048780488,0.1,0.04,0.058823529,0.025641026,0.059405941,0.052631579,0.071428571,0,0,0.436363636,0.070422535,0.040540541,0.109375,0.112903226,0.109756098,0,0.017857143,0.326086957,0.285714286,1,0.137254902,0.081395349,0.08,1,0.303571429,0.245283019,0.021276596,0.089285714,0.086206897,0.060606061,0.074626866,0.052631579,0,0.118421053,0,0.058823529,0.089552239,0.118644068,0.06779661,0.073529412,0.134615385,0.137254902,0,0.047619048,0.095238095,0.03125,0.040816327,0,0.018518519,0.081967213,0,0,0,0.044776119,0.015151515,0.038961039,0.023809524,0.023255814,0.105263158,0.089285714,0.053571429,0.05,0.02173913,0.043478261,0.06122449,0.039215686,0.092592593,0,0.049019608,0.052631579,0,0.043478261,0.036363636,0.072727273,0,0,0.018018018,0,0.058823529,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0.074074074,0,0.222222222,0.181818182,0.173913043,0.058823529,0.090909091,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.2,0.2,0.095238095,0.060606061,0,0,0.148148148,0.068965517,0.08,0.1,0.1,1,0.117647059,0.1,0.19047619,0,0,0,0.210526316,1,1,1,0.2,0,0,1,0.615384615,0.888888889,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0.071428571,0,0.142857143,0.142857143,0,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0.142857143,0,0,0.133333333
M3,0.130434783,0.066666667,0.041666667,0.107142857,0.026315789,0.045454545,0.034482759,0,0,0.041666667,0.057692308,0.08,0,0.024390244,0.046511628,0.029411765,0.033333333,0,0.033333333,0,0.052631579,0,0,0.041666667,0.037037037,0.025641026,0.025,0.162162162,0,0,0.034482759,0,0.028571429,0,0,0,0.026315789,0,0.115384615,0.115384615,0.034482759,0.095238095,0.162162162,0.032258065,0.069767442,0,0.162162162,0.038461538,0.161764706,0.037037037,0.034482759,0.031746032,0.040816327,0.038461538,0.016949153,0.033898305,0.02173913,0.068965517,0,0.055555556,0.172413793,0.045454545,0.2,0.066666667,0.04,0.052631579,0.023529412,0.052631579,0.036036036,0,0,0.072727273,0.056603774,0.036363636,0.133333333,0.113636364,0.092307692,0,0.275862069,0.108108108,0.0625,0.137254902,1,0.089552239,0.0625,0.137254902,0.06,0.045454545,0.037037037,0.138888889,0.075,0.041666667,0.130434783,0.081081081,0,0.101694915,0,0.096774194,0.081632653,0.045454545,0.048780488,0.081632653,0.114285714,0.054945055,0,0.045454545,0.107692308,0.022222222,0.033333333,0,0.029411765,0.045454545,0,0,0,0.086956522,0.02173913,0.034482759,0.045454545,0.043478261,0.122807018,0.171428571,0.083333333,0.023809524,0.038461538,0.076923077,0.103448276,0.036144578,0.114285714,0,0.035714286,0.111111111,0,0.037037037,0.057142857,0.054054054,0,0,0.021978022,0,0.03030303,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0.117647059,0.117647059,0.117647059,0.090909091,0,0,0.117647059,0.133333333,0.842105263,0.1,0.12,0.0625,0.060606061,0.060606061,0.068965517,0.058823529,0.1,0.0625,0.117647059,0.148148148,0.882352941,0.882352941,0.068965517,0.102564103,0,0,0.114285714,0.054054054,0.129032258,0.153846154,0.071428571,0.2,0.125,0.071428571,0.941176471,0,0.058823529,0,0.9375,0.2,0.2,0.2,1,0.08,0,0.2,0.16,0.19047619,0,0,0.051282051,0,0.071428571,0.095238095,0,0.0625,0.1,0.105263158,0,0.075471698,0,0.095238095,0,0.047619048,0.068965517,0.064516129,0.093023256,0.051282051,0.064516129,0.071428571,0.055555556,0,0.090909091,0.090909091,0,0,0,0,0,0.090909091,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0.08,0,0,0.111111111,0,0,0.136363636
S4,0.070175439,0.13559322,0.034482759,0.1,0.027777778,0.01754386,0.031746032,0,0.017241379,0.034482759,0.111111111,0.085365854,0.017857143,0.1,0.126760563,0.076923077,0.047619048,0.028985507,0.047619048,0,0.018518519,0,0,0.034482759,0.05,0.071428571,0.070422535,0.114285714,0,0,0.048387097,0.048387097,0.126984127,0.054794521,0.063492063,0.014925373,0.088235294,0,0.066666667,0.066666667,0.101694915,0.195402299,0.083333333,0.030769231,0.14084507,0,0.083333333,0.068965517,0.128712871,0.016129032,0.015625,0.111111111,0.068181818,0.016393443,0.010638298,0.021276596,0.012345679,0.047619048,0,0.042857143,0.045454545,0.035714286,0.035087719,0.046875,0.035714286,0.018518519,0.016666667,0.056338028,0.071428571,0,0,0.093023256,0.058139535,0.010989011,0.194444444,0.183098592,0.204545455,0,0.028571429,0.04109589,0.029850746,0.081395349,0.089552239,1,0.061538462,0.081395349,0.1,0.065789474,0.016129032,0.055555556,0.114285714,0.08974359,0.048192771,0.086956522,0,0.098901099,0,0.061538462,0.142857143,0.109589041,0.098591549,0.142857143,0.104477612,0.100840336,0.015625,0.038461538,0.150537634,0.025316456,0.03125,0,0.029411765,0.038461538,0,0,0,0.0625,0.123287671,0.144578313,0.01754386,0.017241379,0.164705882,0.169230769,0.042253521,0.083333333,0.050847458,0.06779661,0.13559322,0.1,0.088235294,0,0.070175439,0.071428571,0,0.032786885,0.014084507,0.233333333,0.016393443,0,0.032258065,0.046153846,0.078125,0.092105263,0,0.071428571,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0.074074074,0.071428571,0,0.085106383,0,0,0,0,0,0,0.074074074,0,0,0.08,0.08,0,0,0,0,0,0.0625,0.071428571,0,0,0,0,0,0.076923077,0,0.068965517,0,0.083333333,0,0,0,0.08,1,0,0,0,0,0,0,0.058823529,0,0.086956522,0.023529412,0,0,0,0,0,0,0,0.023529412,0,0.054054054,0,0,0.022988506,0.058823529,0,0,0.137931034,0,0,0,0,0.117647059,0,0,0,0,0,0.105263158,0,0.105263158,0,0,0,0.086956522,0,0,0,0,0,0,0,1,0,0.105263158,0.060606061,0,0,0
Y6,0.294117647,0.217391304,0.235294118,0.227272727,0.129032258,0.055555556,0.181818182,0,0,0.235294118,0.159090909,0.136363636,0,0.151515152,0.205882353,0.192307692,0,0,0,0,0.066666667,0,0,0.05,0.043478261,0.028571429,0.027777778,0.181818182,0,0,0.04,0,0.142857143,0,0,0,0.129032258,0,0.25,0.041666667,0.130434783,0.120689655,0.054054054,0.166666667,0.05,0,0.054054054,0.095238095,0.071428571,0,0.04,0.12962963,0.071942446,0.15,0.037037037,0.096153846,0.023809524,0.227272727,0,0.133333333,0.034482759,0.055555556,0.052631579,0.166666667,0.142857143,0.066666667,0.024691358,0.028571429,0.099009901,0,0,0.1,0.130434783,0.019230769,0.175,0.153846154,0.046875,0,0.137931034,0.057142857,0.111111111,0.08,0.0625,0.061538462,1,0.08,0.088888889,0.105263158,0.142857143,0.057142857,0.258064516,0.12195122,0.11627907,0.24137931,0,0.150943396,0,0.071428571,0.289473684,0.135135135,0.392857143,0.166666667,0.346153846,0.095238095,0,0.024390244,0.152542373,0.024390244,0.125,0,0.148148148,0.166666667,0,0,0,0.095238095,0.075,0.076923077,0,0.052631579,0.132075472,0.121212121,0.166666667,0.114285714,0.210526316,0.263157895,0.272727273,0.064935065,0.206896552,0,0.077922078,0.090909091,0,0.2,0.03125,0.166666667,0,0,0.034883721,0,0.071428571,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.1,0.1,0,0.095238095,0,0,0,0,0,0,0,0,0,0.333333333,0.083333333,0,0.1,0,0,0,0,0,0,0.75,0,0.133333333,0,0,0,0,0,0,1,0,0.142857143,0,0.5,0,0,0,0.133333333,0.025974026,0,0.05,0,0,0.5,0.047619048,0.5,0.025974026,0.5,0,0,0,0.025316456,0,0,0,0,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y17,0.069767442,0.06122449,0.022727273,0.085106383,0.017241379,0.023809524,0.020408163,0,0,0.022727273,0.041666667,0.072463768,0.024390244,0.050847458,0.083333333,0.018518519,0.02,0.018181818,0.02,0,0.025641026,0,0,0.022727273,0.021276596,0.016949153,0.016666667,0.125,0,0,0.041666667,0,0.037037037,0.016393443,0.019607843,0,0.035087719,0,0.065217391,0.088888889,0.041666667,0.085365854,0.105263158,0.019607843,0.064516129,0,0.105263158,0.02173913,0.076086957,0.021276596,0.020408163,0.075949367,0.101910828,0.044444444,0.052631579,0.065789474,0.046875,0.040816327,0,0.054545455,0.038461538,0.048780488,0.1,0.04,0.058823529,0.025641026,0.059405941,0.052631579,0.071428571,0,0,0.436363636,0.070422535,0.040540541,0.109375,0.112903226,0.109756098,0,0.017857143,0.326086957,0.285714286,1,0.137254902,0.081395349,0.08,1,0.303571429,0.245283019,0.021276596,0.089285714,0.086206897,0.060606061,0.074626866,0.052631579,0,0.118421053,0,0.058823529,0.089552239,0.118644068,0.06779661,0.073529412,0.134615385,0.137254902,0,0.047619048,0.095238095,0.03125,0.040816327,0,0.018518519,0.081967213,0,0,0,0.044776119,0.015151515,0.038961039,0.023809524,0.023255814,0.105263158,0.089285714,0.053571429,0.05,0.02173913,0.043478261,0.06122449,0.039215686,0.092592593,0,0.049019608,0.052631579,0,0.043478261,0.036363636,0.072727273,0,0,0.018018018,0,0.058823529,0.046153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.142857143,0.074074074,0,0.222222222,0.181818182,0.173913043,0.058823529,0.090909091,0.083333333,0.08,0.08,0.095238095,0.076923077,0.058823529,0.083333333,0.222222222,0.095238095,0.2,0.2,0.095238095,0.060606061,0,0,0.148148148,0.068965517,0.08,0.1,0.1,1,0.117647059,0.1,0.19047619,0,0,0,0.210526316,1,1,1,0.2,0,0,1,0.615384615,0.888888889,0,0,0.064516129,0,0,0,0,0.083333333,0.166666667,0.181818182,0,0.042553191,0,0,0,0.058823529,0.095238095,0.086956522,0,0.064516129,0.086956522,0.1,0.071428571,0,0.142857143,0.142857143,0,0,0,0,0,0.142857143,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0.142857143,0,0,0.133333333
Y18,0.051282051,0.068181818,0,0.095238095,0.018867925,0.027027027,0,0,0,0,0.111111111,0.095238095,0,0.036363636,0.111111111,0.020408163,0,0,0,0,0.029411765,0,0,0,0.023809524,0,0,0.094339623,0,0,0.022727273,0,0,0,0,0,0,0,0.073170732,0.047619048,0.097560976,0.12,0.094339623,0,0.089285714,0,0.094339623,0.076923077,0.119047619,0.023809524,0,0.126760563,0.112582781,0.105263158,0.02739726,0.04109589,0,0.022222222,0.024390244,0.019230769,0.020833333,0.027027027,0.054054054,0.02173913,0.046875,0.029411765,0.0625,0.018518519,0.083333333,0.023255814,0,0.233333333,0.092307692,0.014084507,0.2,0.230769231,0.102564103,0,0,0.302325581,0.195121951,0.303571429,0.06,0.1,0.088888889,0.303571429,1,0.270833333,0.048780488,0.037037037,0.094339623,0.031746032,0.030769231,0.12244898,0,0.15942029,0,0.113636364,0.214285714,0.173076923,0.115384615,0.152542373,0.125,0.180851064,0.022727273,0.051724138,0.175675676,0,0.045454545,0,0,0.051724138,0,0,0.021276596,0.015625,0,0.013513514,0.027027027,0.026315789,0.128571429,0.166666667,0.018867925,0.074074074,0.024390244,0.048780488,0.175,0.02020202,0.058823529,0,0.040816327,0.057692308,0,0,0,0.058823529,0,0,0.009345794,0,0.088888889,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0.105263158,0.0625,0,0.142857143,0.148148148,0.142857143,0.051282051,0.081632653,0.148148148,0.142857143,0.142857143,0.076923077,0.137931034,0.051282051,0.068965517,0.142857143,0.076923077,0.16,0.16,0.076923077,0.052631579,0,0,0.2,0.058823529,0.142857143,0.08,0.08,0.615384615,0.090909091,0.08,0.153846154,0.133333333,0,0.08,0.166666667,0.615384615,0.615384615,0.615384615,0.16,0,0.142857143,0.615384615,1,0.571428571,0.117647059,0,0.055555556,0,0.08,0.047058824,0,0.068965517,0.117647059,0.125,0.117647059,0.14893617,0.117647059,0.047058824,0.117647059,0.051282051,0.076923077,0.071428571,0.045977011,0.055555556,0.071428571,0.08,0.060606061,0.111111111,0.105263158,0.105263158,0,0,0,0,0,0.105263158,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.121212121,0,0,0.1
Y22,0.03030303,0.025641026,0,0.026315789,0,0.033333333,0,0,0,0,0.06779661,0.068965517,0.034482759,0.063829787,0.104166667,0.023809524,0.026315789,0.023255814,0.026315789,0,0.037037037,0,0,0,0,0,0,0.0625,0,0,0.027027027,0,0.023255814,0.020408163,0.025641026,0,0.02173913,0,0.027777778,0.057142857,0.085714286,0.054794521,0.02,0,0.018867925,0,0.02,0.09375,0.048192771,0,0,0.073529412,0.095238095,0.029411765,0,0.029850746,0,0.026315789,0,0.022222222,0.05,0.033333333,0.032258065,0,0.034482759,0.037037037,0.091954023,0.043478261,0.069565217,0,0.032258065,0.196428571,0.049180328,0.048387097,0.092592593,0.117647059,0.082191781,0.137931034,0,0.256410256,0.272727273,0.245283019,0.045454545,0.065789474,0.105263158,0.245283019,0.270833333,1,0.028571429,0.020833333,0.085106383,0.035714286,0.034482759,0.066666667,0,0.073529412,0,0.076923077,0.109090909,0.173913043,0.108695652,0.070175439,0.119047619,0.130434783,0.027027027,0.058823529,0.111111111,0,0.054054054,0,0,0.058823529,0,0,0,0.035714286,0,0.014925373,0,0.032258065,0.074626866,0.088888889,0.044444444,0.040816327,0.029411765,0.058823529,0.081081081,0.02173913,0.044444444,0,0.043956044,0.021276596,0,0,0.022727273,0.044444444,0,0,0,0,0.076923077,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.133333333,0.071428571,0,0.2,0.173913043,0.166666667,0.057142857,0.088888889,0.125,0.12,0.12,0.090909091,0.115384615,0.057142857,0.08,0.2,0.090909091,0.19047619,0.19047619,0.090909091,0.058823529,0,0,0.142857143,0.066666667,0.12,0.095238095,0.095238095,0.888888889,0.176470588,0.095238095,0.181818182,0,0,0,0.2,0.888888889,0.888888889,0.888888889,0.19047619,0,0,0.888888889,0.571428571,1,0,0,0.0625,0,0,0,0,0.08,0.153846154,0.166666667,0,0.041666667,0,0,0,0.057142857,0.090909091,0.083333333,0,0.0625,0.083333333,0.095238095,0.068965517,0,0.133333333,0.133333333,0,0,0,0,0,0.133333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0.137931034,0,0,0.2
